Severity,Name,Status,Exploitability,Last Seen,Source,Location
HIGH,CVE-2025-53365,EXISTING,15,2026-03-21T01:41:49.906Z,SCA,mcp:0.5.0
HIGH,CVE-2024-47874,EXISTING,35,2026-03-21T01:41:49.902Z,SCA,starlette:0.27.0
MEDIUM,CVE-2025-54121,EXISTING,50,2026-03-21T01:41:49.904Z,SCA,starlette:0.27.0
HIGH,CVE-2025-53366,EXISTING,85,2026-03-21T01:41:49.904Z,SCA,mcp:0.5.0
HIGH,CVE-2025-66416,EXISTING,50,2026-03-21T01:41:49.905Z,SCA,mcp:0.5.0
