Severity,Name,Status,Exploitability,Last Seen,Source,Location
MEDIUM,CVE-2020-24584,EXISTING,15,2026-04-02T00:53:38.696Z,SCA,Django:3.0.0
HIGH,CVE-2022-24785,EXISTING,1,2026-04-02T00:53:38.696Z,SCA,moment:2.21.0
CRITICAL,CVE-2019-10748,EXISTING,15,2026-04-02T00:53:38.696Z,SCA,sequelize:4.37.1
CRITICAL,CVE-2019-10752,EXISTING,2,2026-04-02T00:53:38.697Z,SCA,sequelize:4.37.1
CRITICAL,CVE-2023-22579,EXISTING,15,2026-04-02T00:53:38.697Z,SCA,sequelize:4.37.1
HIGH,CVE-2023-26132,EXISTING,15,2026-04-02T00:53:38.697Z,SCA,dottie:2.0.0
LOW,CVE-2021-4238,EXISTING,15,2026-04-02T00:53:38.697Z,SCA,github.com/Masterminds/goutils:v1.1.0
MEDIUM,CVE-2021-44420,EXISTING,50,2026-04-02T00:53:38.698Z,SCA,Django:3.0.0
HIGH,CVE-2023-2253,EXISTING,15,2026-04-02T00:53:38.698Z,SCA,github.com/docker/distribution:v2.7.1+incompatible
MEDIUM,CVE-2023-22580,EXISTING,50,2026-04-02T00:53:38.698Z,SCA,sequelize:4.37.1
HIGH,CVE-2025-63811,EXISTING,15,2026-04-02T00:53:38.698Z,SCA,github.com/dvsekhvalnov/jose2go:v1.6.0
HIGH,CVE-2021-33571,EXISTING,50,2026-04-02T00:53:38.699Z,SCA,Django:3.0.0
MEDIUM,CVE-2025-64329,EXISTING,15,2026-04-02T00:53:38.699Z,SCA,github.com/containerd/containerd:v1.6.18
HIGH,CVE-2024-25621,EXISTING,15,2026-04-02T00:53:38.699Z,SCA,github.com/containerd/containerd:v1.6.18
HIGH,CVE-2022-31197,EXISTING,25,2026-04-02T00:53:38.700Z,SCA,postgresql:42.1.4
MEDIUM,CVE-2026-34043,NEW,15,2026-04-02T00:53:38.700Z,SCA,serialize-javascript:3.1.0
MEDIUM,CVE-2026-33997,NEW,15,2026-04-02T00:53:38.700Z,SCA,github.com/moby/moby:v25.0.14+incompatible
MEDIUM,CVE-2026-33750,NEW,15,2026-04-02T00:53:38.700Z,SCA,brace-expansion:2.0.2
HIGH,CVE-2026-33891,NEW,1,2026-04-02T00:53:38.701Z,SCA,node-forge:1.3.3
HIGH,CVE-2026-26960,EXISTING,15,2026-04-02T00:53:38.701Z,SCA,tar:6.1.15
HIGH,CVE-2026-27601,EXISTING,8,2026-04-02T00:53:38.701Z,SCA,underscore:1.8.3
HIGH,CVE-2026-29063,EXISTING,15,2026-04-02T00:53:38.702Z,SCA,immutable:5.1.4
LOW,CVE-2024-47764,EXISTING,25,2026-04-02T00:53:38.702Z,SCA,cookie:0.5.0
